user_id,order_id,product_id,order_date,return_date,return_reason,image_uploaded,return_message_sentiment,user_return_count,return_approval_time,return_outcome,is_abuse,return_message_sentiment_norm,user_return_count_norm
U00248,O005382,P01526,2023-10-25,2023-11-08,changed mind,0,0.23,2,1,approved,0,0.615,0.2222222222222222
U00566,O005383,P01470,2023-03-02,2023-03-16,item damaged during delivery,0,0.04,2,5,approved,0,0.52,0.2222222222222222
U00673,O005384,P02676,2023-10-31,2023-11-08,product not as described,0,-0.29,5,11,approved,0,0.355,0.5555555555555556
U00946,O005385,P01514,2023-12-06,2023-12-08,duplicate order,0,-0.78,6,11,rejected,1,0.10999999999999999,0.6666666666666666
U00422,O005386,P04877,2023-12-15,2023-12-23,item damaged during delivery,1,0.44,0,13,approved,0,0.72,0.0
U00923,O005387,P01452,2023-11-20,2023-11-25,incorrect quantity,0,-0.25,2,9,approved,0,0.375,0.2222222222222222
U00738,O005388,P04655,2023-10-29,2023-11-04,received late,1,-0.82,2,11,rejected,1,0.09000000000000002,0.2222222222222222
U00015,O005389,P03431,2023-01-28,2023-02-11,changed mind,0,-0.02,3,14,approved,0,0.49,0.3333333333333333
U00736,O005390,P03008,2023-03-18,2023-03-28,product not as described,1,-0.17,3,10,approved,0,0.415,0.3333333333333333
U00573,O005391,P03125,2023-05-01,2023-05-13,item damaged during delivery,0,-0.25,1,6,approved,0,0.375,0.1111111111111111
U00122,O005392,P01754,2023-01-03,2023-01-07,poor quality,1,0.06,2,13,approved,0,0.53,0.2222222222222222
U00277,O005393,P04956,2023-02-06,2023-02-09,incorrect quantity,1,-0.11,1,5,approved,0,0.445,0.1111111111111111
U00558,O005394,P01613,2023-05-27,2023-06-04,duplicate order,1,0.56,1,3,approved,0,0.78,0.1111111111111111
U00453,O005395,P03276,2023-04-02,2023-04-11,product not as described,1,-0.46,3,12,manual review,0,0.27,0.3333333333333333
U00390,O005396,P00556,2023-12-05,2023-12-18,size issue,1,-0.39,2,10,manual review,0,0.305,0.2222222222222222
U00294,O005397,P04252,2023-09-30,2023-10-08,received late,0,0.39,1,6,approved,0,0.6950000000000001,0.1111111111111111
U00574,O005398,P02050,2023-03-28,2023-04-06,accidental purchase,1,1.0,0,9,approved,0,1.0,0.0
U00598,O005399,P00825,2023-02-09,2023-02-10,defective product,0,1.0,1,5,approved,0,1.0,0.1111111111111111
U00446,O005400,P02850,2023-06-27,2023-07-02,poor quality,0,0.37,1,5,approved,0,0.685,0.1111111111111111
U00210,O005401,P03031,2023-11-25,2023-12-07,duplicate order,1,-0.18,3,1,approved,0,0.41000000000000003,0.3333333333333333
U00590,O005402,P01082,2023-10-12,2023-10-19,received late,1,-0.27,1,10,approved,0,0.365,0.1111111111111111
U00714,O005403,P03326,2023-02-11,2023-02-19,wrong color,1,-0.19,2,1,approved,0,0.405,0.2222222222222222
U00302,O005404,P00493,2023-10-12,2023-10-26,defective product,1,-0.87,3,12,rejected,1,0.065,0.3333333333333333
U00909,O005405,P04765,2023-03-07,2023-03-18,wrong item delivered,1,0.34,0,5,approved,0,0.67,0.0
U00223,O005406,P00075,2023-05-04,2023-05-06,defective product,1,0.66,2,0,approved,0,0.8300000000000001,0.2222222222222222
U00734,O005407,P02992,2023-05-25,2023-06-06,item damaged during delivery,1,-0.07,0,7,approved,0,0.46499999999999997,0.0
U00003,O005408,P03361,2023-04-30,2023-05-11,received late,1,1.0,0,8,approved,0,1.0,0.0
U00990,O005409,P00371,2023-04-19,2023-05-03,item damaged during delivery,1,1.0,3,7,approved,0,1.0,0.3333333333333333
U00518,O005410,P04683,2023-04-02,2023-04-06,changed mind,1,0.44,3,9,approved,0,0.72,0.3333333333333333
U00093,O005411,P00329,2023-11-04,2023-11-11,wrong item delivered,0,-0.34,1,5,manual review,0,0.32999999999999996,0.1111111111111111
U00520,O005412,P04686,2023-03-01,2023-03-06,received late,1,-0.43,1,12,manual review,0,0.28500000000000003,0.1111111111111111
U00428,O005413,P01791,2023-12-16,2023-12-17,wrong item delivered,1,0.39,3,9,approved,0,0.6950000000000001,0.3333333333333333
U00493,O005414,P00777,2023-08-15,2023-08-28,wrong color,1,0.53,5,0,approved,0,0.765,0.5555555555555556
U00235,O005415,P02023,2023-08-28,2023-09-11,duplicate order,0,-0.33,1,12,manual review,0,0.33499999999999996,0.1111111111111111
U00620,O005416,P04675,2023-07-31,2023-08-02,defective product,1,-0.58,1,7,manual review,0,0.21000000000000002,0.1111111111111111
U00161,O005417,P04317,2023-04-08,2023-04-13,defective product,1,-0.86,2,1,rejected,1,0.07,0.2222222222222222
U00721,O005418,P01188,2023-01-14,2023-01-20,incorrect quantity,1,-0.52,2,3,manual review,0,0.24,0.2222222222222222
U00752,O005419,P01504,2023-08-06,2023-08-07,wrong item delivered,0,-0.21,2,0,approved,0,0.395,0.2222222222222222
U00331,O005420,P03292,2023-06-19,2023-07-01,defective product,0,0.55,0,0,approved,0,0.775,0.0
U00333,O005421,P03326,2023-11-03,2023-11-06,poor quality,1,-0.29,1,4,approved,0,0.355,0.1111111111111111
U00050,O005422,P00188,2023-10-07,2023-10-13,missing accessories,0,-1.0,1,11,rejected,1,0.0,0.1111111111111111
U00523,O005423,P01215,2023-12-29,2024-01-04,duplicate order,1,-0.33,1,11,manual review,0,0.33499999999999996,0.1111111111111111
U00863,O005424,P03287,2023-07-29,2023-08-05,item damaged during delivery,1,-0.17,2,14,approved,0,0.415,0.2222222222222222
U00668,O005425,P03447,2023-09-13,2023-09-23,not satisfied with the product,1,-0.18,2,13,approved,0,0.41000000000000003,0.2222222222222222
U00492,O005426,P01110,2023-06-20,2023-07-02,duplicate order,1,-1.0,1,5,rejected,1,0.0,0.1111111111111111
U00582,O005427,P02522,2023-03-14,2023-03-28,defective product,0,-0.17,4,10,approved,0,0.415,0.4444444444444444
U00681,O005428,P04940,2023-05-27,2023-06-10,product not as described,0,0.66,5,8,approved,0,0.8300000000000001,0.5555555555555556
U00272,O005429,P03880,2023-12-06,2023-12-09,wrong item delivered,1,-0.23,0,2,approved,0,0.385,0.0
U00580,O005430,P00531,2023-11-13,2023-11-14,accidental purchase,1,-0.34,1,11,manual review,0,0.32999999999999996,0.1111111111111111
U00867,O005431,P01071,2023-04-16,2023-04-29,not satisfied with the product,1,-0.39,2,12,manual review,0,0.305,0.2222222222222222
U00252,O005432,P03137,2023-04-04,2023-04-11,duplicate order,1,0.08,2,1,approved,0,0.54,0.2222222222222222
U00560,O005433,P00963,2023-03-04,2023-03-16,missing accessories,0,-0.76,1,13,rejected,1,0.12,0.1111111111111111
U00696,O005434,P01406,2023-06-03,2023-06-14,size issue,0,-0.57,2,1,manual review,0,0.21500000000000002,0.2222222222222222
U00832,O005435,P03138,2023-09-12,2023-09-15,missing accessories,1,0.56,2,7,approved,0,0.78,0.2222222222222222
U00699,O005436,P00517,2023-12-17,2023-12-22,wrong item delivered,1,0.34,1,8,approved,0,0.67,0.1111111111111111
U00090,O005437,P03165,2023-02-04,2023-02-08,unwanted gift,0,-0.27,0,14,approved,0,0.365,0.0
U00446,O005438,P01492,2023-11-19,2023-12-01,unwanted gift,1,0.24,1,7,approved,0,0.62,0.1111111111111111
U00332,O005439,P03690,2023-11-08,2023-11-09,changed mind,0,-0.46,2,11,manual review,0,0.27,0.2222222222222222
U00139,O005440,P04229,2023-10-23,2023-11-04,accidental purchase,1,-0.47,1,2,manual review,0,0.265,0.1111111111111111
U00357,O005441,P04410,2023-09-10,2023-09-17,wrong color,1,-0.48,2,14,manual review,0,0.26,0.2222222222222222
U00601,O005442,P00591,2023-06-06,2023-06-20,duplicate order,1,-0.78,2,12,rejected,1,0.10999999999999999,0.2222222222222222
U00274,O005443,P01544,2023-05-14,2023-05-27,defective product,1,-0.05,1,9,approved,0,0.475,0.1111111111111111
U00019,O005444,P03057,2023-05-09,2023-05-13,missing accessories,1,1.0,1,9,approved,0,1.0,0.1111111111111111
U00983,O005445,P02207,2023-10-07,2023-10-08,wrong color,1,-1.0,2,7,rejected,1,0.0,0.2222222222222222
U00311,O005446,P03340,2023-12-24,2024-01-04,received late,0,0.84,1,9,approved,0,0.9199999999999999,0.1111111111111111
U00870,O005447,P02709,2023-09-09,2023-09-15,wrong color,1,-1.0,3,13,rejected,1,0.0,0.3333333333333333
U00886,O005448,P04030,2023-05-15,2023-05-19,accidental purchase,1,0.25,3,10,approved,0,0.625,0.3333333333333333
U00978,O005449,P00748,2023-11-27,2023-12-10,missing accessories,0,-0.93,3,13,rejected,1,0.034999999999999976,0.3333333333333333
U00154,O005450,P00801,2023-01-11,2023-01-15,duplicate order,0,0.26,4,5,approved,0,0.63,0.4444444444444444
U00390,O005451,P01498,2023-10-19,2023-10-21,missing accessories,1,-0.41,3,5,manual review,0,0.29500000000000004,0.3333333333333333
U00260,O005452,P01380,2023-05-28,2023-05-29,product not as described,0,0.36,5,13,approved,0,0.6799999999999999,0.5555555555555556
U00620,O005453,P00680,2023-11-15,2023-11-18,wrong color,0,-0.4,2,8,manual review,0,0.3,0.2222222222222222
U00883,O005454,P03771,2023-03-21,2023-03-31,unwanted gift,1,0.25,1,7,approved,0,0.625,0.1111111111111111
U00797,O005455,P03343,2023-07-10,2023-07-15,wrong color,1,-0.11,6,0,approved,0,0.445,0.6666666666666666
U00571,O005456,P00897,2023-12-10,2023-12-22,accidental purchase,1,0.6,0,6,approved,0,0.8,0.0
U00125,O005457,P01547,2023-01-30,2023-02-08,accidental purchase,1,-0.1,2,5,approved,0,0.45,0.2222222222222222
U00354,O005458,P03127,2023-12-25,2024-01-08,defective product,1,0.1,7,4,approved,0,0.55,0.7777777777777778
U00273,O005459,P00684,2023-08-17,2023-08-24,wrong color,1,0.03,4,2,approved,0,0.515,0.4444444444444444
U00619,O005460,P01296,2023-03-25,2023-03-29,duplicate order,0,0.44,5,0,approved,0,0.72,0.5555555555555556
U00811,O005461,P01386,2023-05-30,2023-06-07,changed mind,1,0.47,1,7,approved,0,0.735,0.1111111111111111
U00245,O005462,P00943,2023-12-27,2024-01-08,missing accessories,1,0.02,2,14,approved,0,0.51,0.2222222222222222
U00848,O005463,P03281,2023-07-08,2023-07-12,poor quality,0,-0.87,0,11,rejected,1,0.065,0.0
U00450,O005464,P01034,2023-01-21,2023-01-27,missing accessories,1,-0.49,1,2,manual review,0,0.255,0.1111111111111111
U00930,O005465,P02787,2023-02-06,2023-02-18,duplicate order,1,0.39,2,13,approved,0,0.6950000000000001,0.2222222222222222
U00247,O005466,P02234,2023-09-03,2023-09-04,poor quality,1,-0.78,2,6,rejected,1,0.10999999999999999,0.2222222222222222
U00520,O005467,P03646,2023-10-10,2023-10-24,product not as described,1,-0.37,3,5,manual review,0,0.315,0.3333333333333333
U00141,O005468,P01621,2023-04-12,2023-04-18,item damaged during delivery,0,-0.31,0,1,manual review,0,0.345,0.0
U00362,O005469,P03536,2023-10-21,2023-10-31,wrong item delivered,1,-0.12,0,1,approved,0,0.44,0.0
U00008,O005470,P03206,2023-08-20,2023-08-25,wrong color,0,-0.19,4,10,approved,0,0.405,0.4444444444444444
U00478,O005471,P02883,2023-11-12,2023-11-26,duplicate order,1,0.02,2,2,approved,0,0.51,0.2222222222222222
U00352,O005472,P04905,2023-11-22,2023-11-24,product not as described,0,-0.54,2,2,manual review,0,0.22999999999999998,0.2222222222222222
U00996,O005473,P00171,2023-10-15,2023-10-16,defective product,1,-0.44,3,1,manual review,0,0.28,0.3333333333333333
U00495,O005474,P01554,2023-12-02,2023-12-15,size issue,1,0.89,2,14,approved,0,0.9450000000000001,0.2222222222222222
U00606,O005475,P03898,2023-09-02,2023-09-08,defective product,0,0.7,1,12,approved,0,0.85,0.1111111111111111
U00833,O005476,P01596,2023-06-26,2023-07-07,unwanted gift,1,0.25,5,13,approved,0,0.625,0.5555555555555556
U00427,O005477,P01624,2023-08-01,2023-08-03,accidental purchase,1,0.3,2,7,approved,0,0.65,0.2222222222222222
U00039,O005478,P04123,2023-12-24,2024-01-02,size issue,1,0.13,1,0,approved,0,0.565,0.1111111111111111
U00593,O005479,P01092,2023-04-12,2023-04-21,incorrect quantity,1,-0.04,5,2,approved,0,0.48,0.5555555555555556
U00187,O005480,P02838,2023-10-13,2023-10-14,missing accessories,0,-0.44,0,0,manual review,0,0.28,0.0
U00596,O005481,P00408,2023-01-22,2023-01-27,wrong item delivered,0,0.72,3,3,approved,0,0.86,0.3333333333333333
U00600,O005482,P04170,2023-01-19,2023-01-27,not satisfied with the product,1,0.92,0,0,approved,0,0.96,0.0
U00754,O005483,P00680,2023-10-14,2023-10-18,size issue,0,-0.29,1,0,approved,0,0.355,0.1111111111111111
U00854,O005484,P04945,2023-10-03,2023-10-06,unwanted gift,1,0.54,7,11,approved,0,0.77,0.7777777777777778
U00093,O005485,P04966,2023-05-27,2023-06-01,not satisfied with the product,1,-0.23,1,3,approved,0,0.385,0.1111111111111111
U00086,O005486,P00237,2023-02-09,2023-02-14,size issue,1,-0.41,3,5,manual review,0,0.29500000000000004,0.3333333333333333
U00044,O005487,P02775,2023-06-16,2023-06-24,wrong color,1,-0.23,2,10,approved,0,0.385,0.2222222222222222
U00137,O005488,P03438,2023-04-01,2023-04-07,item damaged during delivery,1,-0.21,1,5,approved,0,0.395,0.1111111111111111
U00421,O005489,P03358,2023-03-13,2023-03-15,not satisfied with the product,1,0.28,3,11,approved,0,0.64,0.3333333333333333
U00074,O005490,P02878,2023-12-31,2024-01-11,product not as described,0,-0.24,2,3,approved,0,0.38,0.2222222222222222
U00548,O005491,P02424,2023-10-10,2023-10-11,wrong item delivered,1,0.41,0,6,approved,0,0.705,0.0
U00613,O005492,P04715,2023-12-01,2023-12-14,unwanted gift,1,-0.38,3,7,manual review,0,0.31,0.3333333333333333
U00988,O005493,P03148,2023-05-20,2023-05-23,wrong color,1,-0.05,2,1,approved,0,0.475,0.2222222222222222
U00512,O005494,P01033,2023-08-27,2023-08-29,not satisfied with the product,1,-0.59,2,8,manual review,0,0.20500000000000002,0.2222222222222222
U00156,O005495,P02855,2023-03-19,2023-03-23,missing accessories,1,-0.67,5,4,manual review,1,0.16499999999999998,0.5555555555555556
U00938,O005496,P02941,2023-07-18,2023-07-21,duplicate order,1,0.16,3,5,approved,0,0.58,0.3333333333333333
U00255,O005497,P03702,2023-01-17,2023-01-26,size issue,1,0.03,1,0,approved,0,0.515,0.1111111111111111
U00171,O005498,P04071,2023-08-06,2023-08-11,received late,1,-0.25,4,12,approved,0,0.375,0.4444444444444444
U00981,O005499,P03133,2023-08-17,2023-08-21,product not as described,0,-0.48,2,14,manual review,0,0.26,0.2222222222222222
U00728,O005500,P03461,2023-12-06,2023-12-16,size issue,0,-0.6,3,3,manual review,0,0.2,0.3333333333333333
U00170,O005501,P04943,2023-05-18,2023-05-27,missing accessories,1,0.16,1,6,approved,0,0.58,0.1111111111111111
U00764,O005502,P01924,2023-05-27,2023-05-31,wrong color,1,-0.36,1,5,manual review,0,0.32,0.1111111111111111
U00872,O005503,P00634,2023-07-29,2023-08-04,wrong item delivered,1,0.8,1,14,approved,0,0.9,0.1111111111111111
U00322,O005504,P04104,2023-06-07,2023-06-21,received late,0,0.07,1,13,approved,0,0.535,0.1111111111111111
U00567,O005505,P01393,2023-06-02,2023-06-12,incorrect quantity,1,0.25,2,1,approved,0,0.625,0.2222222222222222
U00456,O005506,P03447,2023-12-10,2023-12-11,received late,1,0.69,2,6,approved,0,0.845,0.2222222222222222
U00944,O005507,P03099,2023-11-26,2023-12-09,not satisfied with the product,1,-0.43,3,13,manual review,0,0.28500000000000003,0.3333333333333333
U00603,O005508,P04945,2023-12-24,2023-12-26,defective product,0,0.21,2,8,approved,0,0.605,0.2222222222222222
U00790,O005509,P00062,2023-12-18,2023-12-22,unwanted gift,1,0.24,1,8,approved,0,0.62,0.1111111111111111
U00613,O005510,P02470,2023-06-12,2023-06-21,duplicate order,1,-0.27,2,12,approved,0,0.365,0.2222222222222222
U00155,O005511,P01818,2023-11-03,2023-11-09,accidental purchase,1,-0.78,2,13,rejected,1,0.10999999999999999,0.2222222222222222
U00889,O005512,P00633,2023-04-11,2023-04-17,defective product,1,-1.0,3,2,rejected,1,0.0,0.3333333333333333
U00349,O005513,P04888,2023-11-23,2023-12-04,accidental purchase,0,-0.47,2,5,manual review,0,0.265,0.2222222222222222
U00451,O005514,P02599,2023-11-23,2023-12-02,duplicate order,0,0.54,4,0,approved,0,0.77,0.4444444444444444
U00876,O005515,P03452,2023-06-04,2023-06-16,product not as described,0,-0.41,3,3,manual review,0,0.29500000000000004,0.3333333333333333
U00653,O005516,P01301,2023-01-10,2023-01-14,received late,1,0.47,2,4,approved,0,0.735,0.2222222222222222
U00173,O005517,P02654,2023-12-19,2023-12-22,wrong color,1,-0.4,2,8,manual review,0,0.3,0.2222222222222222
U00010,O005518,P01455,2023-07-02,2023-07-09,wrong color,1,0.01,2,2,approved,0,0.505,0.2222222222222222
U00740,O005519,P01139,2023-05-14,2023-05-26,wrong color,1,0.25,3,8,approved,0,0.625,0.3333333333333333
U00265,O005520,P03193,2023-01-06,2023-01-13,wrong item delivered,0,0.5,0,13,approved,0,0.75,0.0
U00438,O005521,P04621,2023-11-29,2023-12-08,product not as described,1,-0.24,3,4,approved,0,0.38,0.3333333333333333
U00760,O005522,P04995,2023-11-29,2023-12-05,missing accessories,1,-0.34,4,2,manual review,0,0.32999999999999996,0.4444444444444444
U00247,O005523,P02211,2023-09-15,2023-09-17,missing accessories,0,-1.0,1,1,rejected,1,0.0,0.1111111111111111
U00667,O005524,P04883,2023-07-30,2023-08-05,wrong color,0,-0.23,1,8,approved,0,0.385,0.1111111111111111
U00546,O005525,P03760,2023-02-20,2023-02-28,poor quality,1,1.0,4,10,approved,0,1.0,0.4444444444444444
U00499,O005526,P03030,2023-05-27,2023-06-02,wrong item delivered,1,-0.12,0,14,approved,0,0.44,0.0
U00129,O005527,P01361,2023-05-08,2023-05-17,missing accessories,1,-0.73,1,11,rejected,1,0.135,0.1111111111111111
U00672,O005528,P02427,2023-09-15,2023-09-19,accidental purchase,0,-0.09,1,12,approved,0,0.455,0.1111111111111111
U00601,O005529,P04269,2023-02-20,2023-02-23,unwanted gift,1,0.36,1,10,approved,0,0.6799999999999999,0.1111111111111111
U00605,O005530,P00064,2023-06-03,2023-06-14,poor quality,0,-0.31,0,12,manual review,0,0.345,0.0
U00327,O005531,P01346,2023-03-11,2023-03-16,not satisfied with the product,1,-0.56,4,5,manual review,1,0.21999999999999997,0.4444444444444444
U00753,O005532,P00975,2023-10-03,2023-10-06,changed mind,1,1.0,3,5,approved,0,1.0,0.3333333333333333
U00835,O005533,P04162,2023-10-06,2023-10-17,item damaged during delivery,1,0.19,1,14,approved,0,0.595,0.1111111111111111
U00980,O005534,P03629,2023-11-06,2023-11-18,changed mind,1,0.77,2,1,approved,0,0.885,0.2222222222222222
U00404,O005535,P01623,2023-05-14,2023-05-16,item damaged during delivery,0,-0.2,0,7,approved,0,0.4,0.0
U00629,O005536,P00458,2023-08-08,2023-08-10,not satisfied with the product,1,0.89,2,4,approved,0,0.9450000000000001,0.2222222222222222
U00606,O005537,P03331,2023-06-12,2023-06-16,missing accessories,1,0.45,0,9,approved,0,0.725,0.0
U00675,O005538,P01741,2023-05-16,2023-05-19,poor quality,1,0.26,6,5,approved,0,0.63,0.6666666666666666
U00611,O005539,P03027,2023-02-26,2023-03-07,received late,0,-0.61,2,8,manual review,0,0.195,0.2222222222222222
U00625,O005540,P01955,2023-06-26,2023-07-10,defective product,1,-0.37,1,7,manual review,0,0.315,0.1111111111111111
U00359,O005541,P00280,2023-04-25,2023-05-02,incorrect quantity,0,0.23,0,8,approved,0,0.615,0.0
U00603,O005542,P02392,2023-05-29,2023-06-04,accidental purchase,1,-0.17,0,6,approved,0,0.415,0.0
U00858,O005543,P01041,2023-08-29,2023-09-08,not satisfied with the product,1,0.19,1,0,approved,0,0.595,0.1111111111111111
U00718,O005544,P00962,2023-05-03,2023-05-15,received late,1,-0.24,1,11,approved,0,0.38,0.1111111111111111
U00017,O005545,P03846,2023-10-19,2023-10-27,item damaged during delivery,1,0.21,2,0,approved,0,0.605,0.2222222222222222
U00274,O005546,P01218,2023-11-23,2023-12-02,size issue,1,-0.33,1,3,manual review,0,0.33499999999999996,0.1111111111111111
U00685,O005547,P03221,2023-03-10,2023-03-13,missing accessories,0,0.23,3,11,approved,0,0.615,0.3333333333333333
U00116,O005548,P00375,2023-11-10,2023-11-22,not satisfied with the product,1,-0.5,1,1,manual review,0,0.25,0.1111111111111111
U00861,O005549,P04131,2023-03-04,2023-03-14,wrong color,1,-0.17,3,8,approved,0,0.415,0.3333333333333333
U00980,O005550,P01393,2023-08-09,2023-08-16,size issue,1,-0.11,0,3,approved,0,0.445,0.0
U00693,O005551,P02077,2023-01-16,2023-01-25,wrong item delivered,1,-0.45,3,4,manual review,0,0.275,0.3333333333333333
U00091,O005552,P00775,2023-03-19,2023-03-20,item damaged during delivery,0,-0.32,1,1,manual review,0,0.33999999999999997,0.1111111111111111
U00082,O005553,P04317,2023-05-02,2023-05-12,product not as described,0,0.14,3,14,approved,0,0.5700000000000001,0.3333333333333333
U00324,O005554,P03425,2023-09-15,2023-09-24,missing accessories,1,0.35,3,8,approved,0,0.675,0.3333333333333333
U00961,O005555,P02124,2023-08-05,2023-08-19,received late,1,0.13,3,7,approved,0,0.565,0.3333333333333333
U00114,O005556,P04590,2023-04-24,2023-05-01,defective product,1,0.25,2,13,approved,0,0.625,0.2222222222222222
U00769,O005557,P03594,2023-05-26,2023-06-05,changed mind,1,0.04,1,6,approved,0,0.52,0.1111111111111111
U00058,O005558,P00280,2023-08-25,2023-09-08,product not as described,1,-0.35,3,11,manual review,0,0.325,0.3333333333333333
U00154,O005559,P04842,2023-03-27,2023-03-31,changed mind,0,-0.86,2,6,rejected,1,0.07,0.2222222222222222
U00877,O005560,P02812,2023-06-16,2023-06-29,accidental purchase,1,-0.26,6,11,approved,0,0.37,0.6666666666666666
U00404,O005561,P02343,2023-05-09,2023-05-20,wrong color,1,-0.06,2,14,approved,0,0.47,0.2222222222222222
U00628,O005562,P01475,2023-06-14,2023-06-26,defective product,1,-0.31,3,7,manual review,0,0.345,0.3333333333333333
U00855,O005563,P01858,2023-10-04,2023-10-10,product not as described,1,0.78,4,14,approved,0,0.89,0.4444444444444444
U00266,O005564,P02890,2023-09-14,2023-09-25,poor quality,1,0.14,3,9,approved,0,0.5700000000000001,0.3333333333333333
U00315,O005565,P01060,2023-05-12,2023-05-23,wrong color,1,-0.05,0,14,approved,0,0.475,0.0
U00715,O005566,P01923,2023-02-27,2023-03-05,wrong color,0,0.27,5,9,approved,0,0.635,0.5555555555555556
U00041,O005567,P03800,2023-09-14,2023-09-20,poor quality,1,1.0,2,6,approved,0,1.0,0.2222222222222222
U00105,O005568,P04593,2023-05-21,2023-05-23,incorrect quantity,1,-0.14,2,9,approved,0,0.43,0.2222222222222222
U00901,O005569,P02474,2023-06-23,2023-06-28,received late,0,-0.48,3,6,manual review,0,0.26,0.3333333333333333
U00890,O005570,P04140,2023-06-24,2023-07-01,accidental purchase,0,0.16,0,5,approved,0,0.58,0.0
U00193,O005571,P01852,2023-07-28,2023-08-03,not satisfied with the product,1,-0.57,1,8,manual review,0,0.21500000000000002,0.1111111111111111
U00401,O005572,P03542,2023-07-23,2023-07-26,poor quality,1,-0.48,1,3,manual review,0,0.26,0.1111111111111111
U00278,O005573,P04550,2023-01-07,2023-01-18,item damaged during delivery,0,0.71,2,4,approved,0,0.855,0.2222222222222222
U00354,O005574,P00595,2023-02-20,2023-03-04,changed mind,1,0.65,3,5,approved,0,0.825,0.3333333333333333
U00749,O005575,P00507,2023-09-16,2023-09-21,item damaged during delivery,1,0.33,3,6,approved,0,0.665,0.3333333333333333
U00937,O005576,P04890,2023-06-27,2023-07-10,missing accessories,1,0.19,1,4,approved,0,0.595,0.1111111111111111
U00733,O005577,P00021,2023-01-31,2023-02-08,accidental purchase,0,-0.61,5,4,manual review,1,0.195,0.5555555555555556
U00580,O005578,P01400,2023-12-22,2024-01-02,received late,1,-0.4,1,9,manual review,0,0.3,0.1111111111111111
U00709,O005579,P03202,2023-11-14,2023-11-19,not satisfied with the product,1,0.66,3,9,approved,0,0.8300000000000001,0.3333333333333333
U00256,O005580,P02462,2023-06-03,2023-06-15,wrong item delivered,1,-0.25,1,13,approved,0,0.375,0.1111111111111111
U00651,O005581,P03679,2023-12-30,2024-01-09,accidental purchase,0,-0.4,3,5,manual review,0,0.3,0.3333333333333333
U00824,O005582,P00337,2023-02-24,2023-02-27,item damaged during delivery,1,-0.09,4,9,approved,0,0.455,0.4444444444444444
U00947,O005583,P01668,2023-06-05,2023-06-14,poor quality,0,0.29,1,8,approved,0,0.645,0.1111111111111111
U00661,O005584,P03577,2023-02-13,2023-02-24,received late,1,-0.1,3,5,approved,0,0.45,0.3333333333333333
U00099,O005585,P00910,2023-03-22,2023-03-25,received late,1,-0.09,0,14,approved,0,0.455,0.0
U00588,O005586,P00276,2023-06-15,2023-06-17,changed mind,0,-1.0,0,13,rejected,1,0.0,0.0
U00282,O005587,P00892,2023-01-30,2023-02-05,changed mind,1,-0.04,2,7,approved,0,0.48,0.2222222222222222
U00883,O005588,P00013,2023-11-18,2023-11-26,item damaged during delivery,0,0.5,0,3,approved,0,0.75,0.0
U00403,O005589,P04058,2023-05-16,2023-05-22,defective product,0,-0.03,0,6,approved,0,0.485,0.0
U00109,O005590,P03026,2023-01-14,2023-01-15,duplicate order,0,1.0,2,4,approved,0,1.0,0.2222222222222222
U00700,O005591,P00974,2023-12-23,2023-12-31,duplicate order,0,-0.36,1,3,manual review,0,0.32,0.1111111111111111
U00199,O005592,P04271,2023-04-16,2023-04-17,size issue,0,-0.24,0,12,approved,0,0.38,0.0
U00303,O005593,P03971,2023-12-25,2024-01-03,product not as described,1,-0.34,1,11,manual review,0,0.32999999999999996,0.1111111111111111
U00327,O005594,P01409,2023-11-14,2023-11-22,unwanted gift,1,-0.35,0,1,manual review,0,0.325,0.0
U00154,O005595,P01944,2023-03-16,2023-03-22,accidental purchase,1,0.27,3,8,approved,0,0.635,0.3333333333333333
U00552,O005596,P02289,2023-03-20,2023-03-22,wrong color,1,-0.14,1,4,approved,0,0.43,0.1111111111111111
U00645,O005597,P00547,2023-07-13,2023-07-26,incorrect quantity,0,0.97,0,10,approved,0,0.985,0.0
U00405,O005598,P01219,2023-12-29,2024-01-07,not satisfied with the product,1,0.12,2,12,approved,0,0.56,0.2222222222222222
U00462,O005599,P01421,2023-04-06,2023-04-14,accidental purchase,1,-0.44,2,5,manual review,0,0.28,0.2222222222222222
U00132,O005600,P01455,2023-02-09,2023-02-22,poor quality,0,-0.5,1,0,manual review,0,0.25,0.1111111111111111
U00791,O005601,P03378,2023-09-13,2023-09-17,incorrect quantity,0,0.83,4,3,approved,0,0.915,0.4444444444444444
U00874,O005602,P02773,2023-04-17,2023-04-19,changed mind,0,0.11,3,4,approved,0,0.555,0.3333333333333333
U00084,O005603,P04099,2023-01-17,2023-01-30,changed mind,0,0.65,4,14,approved,0,0.825,0.4444444444444444
U00399,O005604,P02739,2023-01-15,2023-01-29,missing accessories,1,0.03,0,14,approved,0,0.515,0.0
U00754,O005605,P03748,2023-09-29,2023-10-05,item damaged during delivery,0,0.01,2,3,approved,0,0.505,0.2222222222222222
U00628,O005606,P01843,2023-01-13,2023-01-14,poor quality,1,0.67,2,1,approved,0,0.835,0.2222222222222222
U00109,O005607,P00747,2023-09-04,2023-09-11,defective product,0,0.19,1,0,approved,0,0.595,0.1111111111111111
U00221,O005608,P02817,2023-08-02,2023-08-03,defective product,1,0.18,1,8,approved,0,0.59,0.1111111111111111
